agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone,agency_fare_url
DIMTS,Delhi Integrated Multi-Modal Transit System Ltd.,https://www.dimts.in/,Asia/Kolkata,en,1143090100,
